rainfall_mm,temperature_c,humidity,wind_speed,solar_radiation,soil_moisture,n_avg,p_avg,k_avg
40.11,6.716666667,80.09333333,1.83,12.99333333,0.786390681,66.28090543,30.27842716,5.984203849
223.6525,14.9675,89.3925,2.25,13.935,0.773833333,66.95040953,30.43058006,6.075333857
223.6525,14.9675,89.3925,2.25,13.935,0.773833333,66.95040953,30.43058006,6.075333857
6.756666667,7.593333333,82.6,1.733333333,13.27,0.776480287,66.95040953,30.43058006,6.075333857
374.6625,22.2575,84.025,1.4675,15.685,0.877258065,62.81990743,7.793161484,54.19373548
374.6625,22.2575,84.025,1.4675,15.685,0.877258065,62.81990743,7.793161484,54.19373548
19.65,13.74333333,76.82333333,1.533333333,11.57,0.719867384,62.81990743,7.793161484,54.19373548
455.65,22.66,86.4625,1.5675,16.2425,0.904163978,64.76279117,7.952205596,56.45180779
455.65,22.66,86.4625,1.5675,16.2425,0.904163978,64.76279117,7.952205596,56.45180779
29.57333333,15.99666667,69.81666667,1.59,12.35,0.682315412,64.76279117,7.952205596,56.45180779
331.9525,23.1175,82.7575,1.4475,15.1925,0.792204301,66.76576409,8.114495506,58.80396645
331.9525,23.1175,82.7575,1.4475,15.1925,0.792204301,66.76576409,8.114495506,58.80396645
60.29,15.10666667,75.44666667,1.573333333,12.32,0.759215054,66.76576409,8.114495506,58.80396645
397.2425,22.96,84.325,1.57,14.46,0.864672043,78.27158442,10.14628766,77.34798216
397.2425,22.96,84.325,1.57,14.46,0.864672043,78.27158442,10.14628766,77.34798216
21.65666667,15.05333333,71.83333333,1.553333333,11.89333333,0.729677419,78.27158442,10.14628766,77.34798216
296.505,23.5575,81.2325,1.4725,15.02,0.760814516,80.27854812,10.26952192,79.82247901
296.505,23.5575,81.2325,1.4725,15.02,0.760814516,80.27854812,10.26952192,79.82247901
55.56666667,15.09666667,74.21666667,1.523333333,12.22,0.741283154,80.27854812,10.26952192,79.82247901
339.37,23.0025,81.8025,1.4775,13.445,0.81033871,82.33697243,10.39425295,82.37613933
339.37,23.0025,81.8025,1.4775,13.445,0.81033871,82.33697243,10.39425295,82.37613933
29.75333333,14.66,74.46333333,1.533333333,12.84666667,0.729623656,82.33697243,10.39425295,82.37613933
433.875,22.9975,84.2225,1.4975,12.325,0.862935484,84.44817685,10.52049894,85.0114957
433.875,22.9975,84.2225,1.4975,12.325,0.862935484,84.44817685,10.52049894,85.0114957
53.09,14.74333333,78.33333333,1.433333333,10.90666667,0.792232975,84.44817685,10.52049894,85.0114957
336.6575,22.465,84.55,1.4675,13.0275,0.909448925,86.61351472,10.64827828,87.73116171
336.6575,22.465,84.55,1.4675,13.0275,0.909448925,86.61351472,10.64827828,87.73116171
67.03333333,14.02,75.45666667,1.53,12.68,0.764526882,86.61351472,10.64827828,87.73116171
308.3825,23.42,81.3675,1.4725,14.3775,0.846002688,88.83437407,10.7776096,90.53783458
308.3825,23.42,81.3675,1.4725,14.3775,0.846002688,88.83437407,10.7776096,90.53783458
36.80666667,14.66,74.80666667,1.533333333,12.69666667,0.709480287,88.83437407,10.7776096,90.53783458
382.0375,23.42,81.3675,1.485,14.8975,0.868967742,91.11217853,10.90851174,93.43429781
382.0375,23.42,81.3675,1.485,14.8975,0.868967742,91.11217853,10.90851174,93.43429781
54.28,14.86333333,75.80666667,1.473333333,11.95666667,0.742218638,91.11217853,10.90851174,93.43429781
450.5625,22.8775,83.21,1.5,14.395,0.908731183,93.44838824,11.04100378,96.42342396
450.5625,22.8775,83.21,1.5,14.395,0.908731183,93.44838824,11.04100378,96.42342396
34.72666667,15.01333333,75.41333333,1.496666667,12.18,0.726387097,93.44838824,11.04100378,96.42342396
432.355,22.635,84.34,1.4975,13.715,0.920287634,95.84450076,11.17510504,99.50817746
432.355,22.635,84.34,1.4975,13.715,0.920287634,95.84450076,11.17510504,99.50817746
41.24,14.94333333,75.99,1.523333333,13.40666667,0.728430108,95.84450076,11.17510504,99.50817746
386.3425,23.075,83.02,1.5125,14.6925,0.845357527,98.30205206,11.31083506,102.6916176
386.3425,23.075,83.02,1.5125,14.6925,0.845357527,98.30205206,11.31083506,102.6916176
55.17,14.38,80.75,1.463333333,11.03666667,0.750390681,98.30205206,11.31083506,102.6916176
487.25,22.515,86.46,1.55,12.765,0.95036828,126.7700471,12.72710911,135.4871226
487.25,22.515,86.46,1.55,12.765,0.95036828,126.7700471,12.72710911,135.4871226
46.56333333,14.77666667,79.30333333,1.473333333,11.73,0.787505376,126.7700471,12.72710911,135.4871226
407.115,22.7675,83.66,1.4575,14.6075,0.878311828,128.0505526,12.79106443,137.5503783
407.115,22.7675,83.66,1.4575,14.6075,0.878311828,128.0505526,12.79106443,137.5503783
13.36,14.55333333,77.24333333,1.503333333,12.44666667,0.720835125,128.0505526,12.79106443,137.5503783
477.605,22.9775,87.7175,1.6825,13.425,0.925962366,129.3439925,12.85534113,139.6450541
477.605,22.9775,87.7175,1.6825,13.425,0.925962366,129.3439925,12.85534113,139.6450541
373.9175,23.32,86.2475,1.595,15.48,0.898653226,130.6504975,12.91994084,141.7716285
373.9175,23.32,86.2475,1.595,15.48,0.898653226,130.6504975,12.91994084,141.7716285
413.0325,23.045,87.6675,1.6225,13.7075,0.907747312,131.9701995,12.98486516,143.9305873
413.0325,23.045,87.6675,1.6225,13.7075,0.907747312,131.9701995,12.98486516,143.9305873
197.395,29.7875,75.75,3.36,17.9275,0.577077957,109.4336323,12.3099174,78.52002225
197.395,29.7875,75.75,3.36,17.9275,0.577077957,109.4336323,12.3099174,78.52002225
11.27333333,21.48333333,61.78,2.016666667,13.82333333,0.464702509,109.4336323,12.3099174,78.52002225
11.27333333,21.48333333,61.78,2.016666667,13.82333333,0.464702509,109.4336323,12.3099174,78.52002225
37.34333333,29.41,29.76,3.243333333,20.88333333,0.348333333,109.4336323,12.3099174,78.52002225
37.34333333,29.41,29.76,3.243333333,20.88333333,0.348333333,109.4336323,12.3099174,78.52002225
3.21,18.245,25.745,2.855,14.87,0.34,109.4336323,12.3099174,78.52002225
240.135,29.53,80.88,3.345,16.54,0.686698925,112.8181777,12.5611402,81.79168984
48.98666667,21.77333333,71.59666667,1.91,14.81666667,0.638921147,112.8181777,12.5611402,81.79168984
48.98666667,21.77333333,71.59666667,1.91,14.81666667,0.638921147,112.8181777,12.5611402,81.79168984
52.75,28.80333333,40.66333333,3.386666667,19.84666667,0.367286738,112.8181777,12.5611402,81.79168984
52.75,28.80333333,40.66333333,3.386666667,19.84666667,0.367286738,112.8181777,12.5611402,81.79168984
5.1,17.945,38.25,2.81,13.84,0.362044931,112.8181777,12.5611402,81.79168984
216.895,29.0675,80.42,3.4675,15.8375,0.633860215,116.3073997,12.81749,85.19967692
216.895,29.0675,80.42,3.4675,15.8375,0.633860215,116.3073997,12.81749,85.19967692
37.67,21.27666667,70.05666667,1.77,14.63666667,0.617634409,116.3073997,12.81749,85.19967692
37.67,21.27666667,70.05666667,1.77,14.63666667,0.617634409,116.3073997,12.81749,85.19967692
58.89,30.06,31.33,3.193333333,21.14333333,0.3659319,116.3073997,12.81749,85.19967692
58.89,30.06,31.33,3.193333333,21.14333333,0.3659319,116.3073997,12.81749,85.19967692
162.17,29.185,79.5175,3.4025,16.3925,0.549018817,136.3507866,16.02686704,112.0676629
162.17,29.185,79.5175,3.4025,16.3925,0.549018817,136.3507866,16.02686704,112.0676629
162.17,29.185,79.5175,3.4025,16.3925,0.549018817,136.3507866,16.02686704,112.0676629
6.676666667,22.39,55.94333333,1.906666667,15.20333333,0.436645161,136.3507866,16.02686704,112.0676629
6.676666667,22.39,55.94333333,1.906666667,15.20333333,0.436645161,136.3507866,16.02686704,112.0676629
59.41333333,28.78666667,39.46,3.153333333,20.39333333,0.378229391,136.3507866,16.02686704,112.0676629
59.41333333,28.78666667,39.46,3.153333333,20.39333333,0.378229391,136.3507866,16.02686704,112.0676629
186.585,29.5275,78.8975,3.51,17.2575,0.560142473,139.8469606,16.22152535,115.6529029
186.585,29.5275,78.8975,3.51,17.2575,0.560142473,139.8469606,16.22152535,115.6529029
186.585,29.5275,78.8975,3.51,17.2575,0.560142473,139.8469606,16.22152535,115.6529029
44.79333333,21.29666667,70.62666667,1.646666667,13.82,0.610125448,139.8469606,16.22152535,115.6529029
44.79333333,21.29666667,70.62666667,1.646666667,13.82,0.610125448,139.8469606,16.22152535,115.6529029
42.01333333,29.82333333,33.27333333,3.186666667,21.39666667,0.357043011,139.8469606,16.22152535,115.6529029
42.01333333,29.82333333,33.27333333,3.186666667,21.39666667,0.357043011,139.8469606,16.22152535,115.6529029
222.45,28.965,81.15,3.4025,15.9175,0.638698925,143.4327801,16.41854792,119.352841
222.45,28.965,81.15,3.4025,15.9175,0.638698925,143.4327801,16.41854792,119.352841
9.146666667,21.43666667,65.28333333,1.753333333,14.78333333,0.517681004,143.4327801,16.41854792,119.352841
9.146666667,21.43666667,65.28333333,1.753333333,14.78333333,0.517681004,143.4327801,16.41854792,119.352841
72.49,28.78333333,44.87333333,3.423333333,20.2,0.382512545,143.4327801,16.41854792,119.352841
72.49,28.78333333,44.87333333,3.423333333,20.2,0.382512545,143.4327801,16.41854792,119.352841
5.135,18.535,47.16,2.39,14.06,0.413813364,143.4327801,16.41854792,119.352841
191.1625,29.5525,79.6925,3.435,16.5725,0.591293011,147.1105437,16.61796348,123.1711465
191.1625,29.5525,79.6925,3.435,16.5725,0.591293011,147.1105437,16.61796348,123.1711465
56.88,20.86333333,72.32666667,1.88,13.87666667,0.557501792,147.1105437,16.61796348,123.1711465
56.88,20.86333333,72.32666667,1.88,13.87666667,0.557501792,147.1105437,16.61796348,123.1711465
43.07666667,29.16666667,39.67666667,3.053333333,20.74,0.367781362,147.1105437,16.61796348,123.1711465
43.07666667,29.16666667,39.67666667,3.053333333,20.74,0.367781362,147.1105437,16.61796348,123.1711465
22.57,17.43,47.295,2.44,12.535,0.38812788,147.1105437,16.61796348,123.1711465
276.415,28.76,82.99,3.36,15.8225,0.745685484,150.8826089,16.8198011,127.1116063
276.415,28.76,82.99,3.36,15.8225,0.745685484,150.8826089,16.8198011,127.1116063
34.5,20.64,74.67666667,1.68,14.54333333,0.657853047,150.8826089,16.8198011,127.1116063
34.5,20.64,74.67666667,1.68,14.54333333,0.657853047,150.8826089,16.8198011,127.1116063
52.14,29.88333333,40.79333333,3.016666667,19.17333333,0.365605735,150.8826089,16.8198011,127.1116063
52.14,29.88333333,40.79333333,3.016666667,19.17333333,0.365605735,150.8826089,16.8198011,127.1116063
7.005,17.78,50.635,2.06,13.415,0.431140156,150.8826089,16.8198011,127.1116063
272.8875,29.96,77.2125,3.135,16.84,0.698258065,154.7513938,17.02409018,131.1781283
272.8875,29.96,77.2125,3.135,16.84,0.698258065,154.7513938,17.02409018,131.1781283
56.41,20.48333333,73.78,1.776666667,14.69666667,0.691609319,154.7513938,17.02409018,131.1781283
56.41,20.48333333,73.78,1.776666667,14.69666667,0.691609319,154.7513938,17.02409018,131.1781283
45.58333333,29.73666667,39.55,2.873333333,20.25,0.363856631,154.7513938,17.02409018,131.1781283
45.58333333,29.73666667,39.55,2.873333333,20.25,0.363856631,154.7513938,17.02409018,131.1781283
8.275,18.59,54.135,2.74,13.55,0.442799539,154.7513938,17.02409018,131.1781283
271.5,28.9425,81.3925,3.2975,17.0025,0.631448925,158.7193782,17.2308605,135.3747454
271.5,28.9425,81.3925,3.2975,17.0025,0.631448925,158.7193782,17.2308605,135.3747454
16.86333333,20.84333333,73.26333333,1.606666667,14.13666667,0.654992832,158.7193782,17.2308605,135.3747454
16.86333333,20.84333333,73.26333333,1.606666667,14.13666667,0.654992832,158.7193782,17.2308605,135.3747454
48.07,29.50666667,39.00333333,3.096666667,20.48666667,0.36278853,158.7193782,17.2308605,135.3747454
48.07,29.50666667,39.00333333,3.096666667,20.48666667,0.36278853,158.7193782,17.2308605,135.3747454
0.105,18.74,50.825,1.79,13.575,0.459343318,158.7193782,17.2308605,135.3747454
296.68,28.8575,82.715,3.1625,15.425,0.750712366,162.7891059,17.44014221,139.7056196
296.68,28.8575,82.715,3.1625,15.425,0.750712366,162.7891059,17.44014221,139.7056196
22.16666667,20.35333333,75.99333333,1.763333333,14.77666667,0.680258065,162.7891059,17.44014221,139.7056196
22.16666667,20.35333333,75.99333333,1.763333333,14.77666667,0.680258065,162.7891059,17.44014221,139.7056196
75.17333333,29.03666667,43.65666667,2.716666667,21.21,0.397713262,162.7891059,17.44014221,139.7056196
75.17333333,29.03666667,43.65666667,2.716666667,21.21,0.397713262,162.7891059,17.44014221,139.7056196
13.84,17.045,54.44,2.215,12.31,0.446918203,162.7891059,17.44014221,139.7056196
267.6525,28.645,84.04,3.0375,16.3075,0.723115591,166.9631855,17.6519658,144.175046
267.6525,28.645,84.04,3.0375,16.3075,0.723115591,166.9631855,17.6519658,144.175046
31.30666667,21.70666667,75.53333333,1.573333333,14.38666667,0.616340502,166.9631855,17.6519658,144.175046
31.30666667,21.70666667,75.53333333,1.573333333,14.38666667,0.616340502,166.9631855,17.6519658,144.175046
46.72,29.42,40.92333333,2.646666667,20.31333333,0.370924731,166.9631855,17.6519658,144.175046
46.72,29.42,40.92333333,2.646666667,20.31333333,0.370924731,166.9631855,17.6519658,144.175046
15.545,16.31,56.755,2.285,13.275,0.469315907,166.9631855,17.6519658,144.175046
243.0125,29.8375,77.235,3.09,16.8725,0.672919355,171.2442928,17.86636215,148.7874572
243.0125,29.8375,77.235,3.09,16.8725,0.672919355,171.2442928,17.86636215,148.7874572
64.05333333,20.14,73.37,1.876666667,13.59333333,0.660035842,171.2442928,17.86636215,148.7874572
64.05333333,20.14,73.37,1.876666667,13.59333333,0.660035842,171.2442928,17.86636215,148.7874572
54.22666667,29.37,36.24,3.11,20.66666667,0.361566308,171.2442928,17.86636215,148.7874572
54.22666667,29.37,36.24,3.11,20.66666667,0.361566308,171.2442928,17.86636215,148.7874572
0.835,18.945,49.305,2.275,14.205,0.416664747,171.2442928,17.86636215,148.7874572
327.7175,28.8775,83.475,2.935,16.515,0.786077957,220.8361536,20.10347946,196.3040891
327.7175,28.8775,83.475,2.935,16.515,0.786077957,220.8361536,20.10347946,196.3040891
21.79333333,21.01,75.95333333,1.84,13.99666667,0.68055914,220.8361536,20.10347946,196.3040891
21.79333333,21.01,75.95333333,1.84,13.99666667,0.68055914,220.8361536,20.10347946,196.3040891
67.86333333,30.43666667,36.99,3.073333333,20.41666667,0.371125448,220.8361536,20.10347946,196.3040891
67.86333333,30.43666667,36.99,3.073333333,20.41666667,0.371125448,220.8361536,20.10347946,196.3040891
1.48,17.5,48.52,2.5,13.835,0.437085253,220.8361536,20.10347946,196.3040891
345.8175,28.7575,83.7375,3.395,16.5175,0.796696237,223.0668218,20.20450197,199.2934915
345.8175,28.7575,83.7375,3.395,16.5175,0.796696237,223.0668218,20.20450197,199.2934915
11.17666667,20.91,75.27333333,1.533333333,13.66,0.669928315,223.0668218,20.20450197,199.2934915
11.17666667,20.91,75.27333333,1.533333333,13.66,0.669928315,223.0668218,20.20450197,199.2934915
80.40333333,28.59666667,44.06333333,2.866666667,20.02333333,0.38578853,223.0668218,20.20450197,199.2934915
80.40333333,28.59666667,44.06333333,2.866666667,20.02333333,0.38578853,223.0668218,20.20450197,199.2934915
7.24,16.93,53.16,2.47,13.245,0.454504608,223.0668218,20.20450197,199.2934915
252.6375,29.6275,79.035,2.8625,16.61,0.692107527,225.320022,20.30603213,202.3284178
252.6375,29.6275,79.035,2.8625,16.61,0.692107527,225.320022,20.30603213,202.3284178
17.12333333,18.8,66.82333333,3.37,14.70333333,0.536756272,225.320022,20.30603213,202.3284178
17.12333333,18.8,66.82333333,3.37,14.70333333,0.536756272,225.320022,20.30603213,202.3284178
43.80333333,29.81333333,35.21,3.306666667,21.56,0.358458781,225.320022,20.30603213,202.3284178
43.80333333,29.81333333,35.21,3.306666667,21.56,0.358458781,225.320022,20.30603213,202.3284178
5.835,17.3,52.385,2.71,13.65,0.449460512,225.320022,20.30603213,202.3284178
247.81,28.9625,82.91,2.5025,17.135,0.757639785,227.5959818,20.40807249,205.4095612
247.81,28.9625,82.91,2.5025,17.135,0.757639785,227.5959818,20.40807249,205.4095612
69.21333333,20.46,77.66333333,2.14,13.30666667,0.673759857,227.5959818,20.40807249,205.4095612
69.21333333,20.46,77.66333333,2.14,13.30666667,0.673759857,227.5959818,20.40807249,205.4095612
84.83,29.11666667,38.59,3.386666667,20.09,0.37818638,227.5959818,20.40807249,205.4095612
84.83,29.11666667,38.59,3.386666667,20.09,0.37818638,227.5959818,20.40807249,205.4095612
8.815,16.83,46.415,4.45,14.895,0.377644009,227.5959818,20.40807249,205.4095612
245.43,29.5675,81.775,2.52,16.4325,0.715577957,229.8949311,20.51062562,208.5376256
245.43,29.5675,81.775,2.52,16.4325,0.715577957,229.8949311,20.51062562,208.5376256
4.073333333,20.63666667,68.29,2.14,14.05333333,0.571308244,229.8949311,20.51062562,208.5376256
4.073333333,20.63666667,68.29,2.14,14.05333333,0.571308244,229.8949311,20.51062562,208.5376256
61.42666667,29.85666667,34.40333333,3.436666667,21.5,0.368709677,229.8949311,20.51062562,208.5376256
61.42666667,29.85666667,34.40333333,3.436666667,21.5,0.368709677,229.8949311,20.51062562,208.5376256
9.16,17.085,57.07,3.215,12.33,0.451105991,229.8949311,20.51062562,208.5376256
212.07,30.725,72.59,3.01,18.115,0.580739247,206.0019779,19.081835,107.8287011
212.07,30.725,72.59,3.01,18.115,0.580739247,206.0019779,19.081835,107.8287011
48.01333333,20.23,70.31,2.206666667,14.03,0.59783871,206.0019779,19.081835,107.8287011
48.01333333,20.23,70.31,2.206666667,14.03,0.59783871,206.0019779,19.081835,107.8287011
12.99333333,31.24333333,25.02666667,3.116666667,23.28,0.337530466,206.0019779,19.081835,107.8287011
12.99333333,31.24333333,25.02666667,3.116666667,23.28,0.337530466,206.0019779,19.081835,107.8287011
23.04,17.91,47.01,2.625,12.7,0.379354839,206.0019779,19.081835,107.8287011
192.76,29.7425,75.41,3.7275,18.27,0.561077957,211.2840799,19.31359818,111.2783293
6.946666667,21.72666667,53.33333333,2.05,14.19666667,0.423523297,211.2840799,19.31359818,111.2783293
6.946666667,21.72666667,53.33333333,2.05,14.19666667,0.423523297,211.2840799,19.31359818,111.2783293
18.07333333,32.31666667,26.41333333,3.18,22.94666667,0.340462366,211.2840799,19.31359818,111.2783293
10.075,17.63,49.485,2.4,13.63,0.447091212,211.2840799,19.31359818,111.2783293
163.0275,31.2825,67.6825,3.395,18.82,0.51644086,216.7016204,19.54817629,114.8383171
163.0275,31.2825,67.6825,3.395,18.82,0.51644086,216.7016204,19.54817629,114.8383171
12.09,21.40333333,53.99333333,2.296666667,14.30333333,0.419275986,216.7016204,19.54817629,114.8383171
12.09,21.40333333,53.99333333,2.296666667,14.30333333,0.419275986,216.7016204,19.54817629,114.8383171
7.736666667,31.88333333,24.52,3.143333333,22.94333333,0.332365591,216.7016204,19.54817629,114.8383171
22.33,19.23,46.305,2.96,13.92,0.354711982,216.7016204,19.54817629,114.8383171
256.31,30.23,74.1625,3.435,16.5425,0.633717742,227.9569971,20.02591451,122.303607
256.31,30.23,74.1625,3.435,16.5425,0.633717742,227.9569971,20.02591451,122.303607
13.33666667,19.92,72.46666667,2.026666667,14.42666667,0.664207885,227.9569971,20.02591451,122.303607
13.33666667,19.92,72.46666667,2.026666667,14.42666667,0.664207885,227.9569971,20.02591451,122.303607
32.55,30.64,35.39666667,3.026666667,22.62,0.353526882,227.9569971,20.02591451,122.303607
32.55,30.64,35.39666667,3.026666667,22.62,0.353526882,227.9569971,20.02591451,122.303607
28.265,18.45,45.465,2.855,13.71,0.381491935,227.9569971,20.02591451,122.303607
296.9975,28.825,82.39,3.035,17.2875,0.771854839,233.8020483,20.26914424,126.2163127
296.9975,28.825,82.39,3.035,17.2875,0.771854839,233.8020483,20.26914424,126.2163127
1.016666667,21.28,72.46,1.79,13.69666667,0.548620072,233.8020483,20.26914424,126.2163127
1.016666667,21.28,72.46,1.79,13.69666667,0.548620072,233.8020483,20.26914424,126.2163127
22.84,30.9,30.64333333,2.836666667,22.55666667,0.35537276,233.8020483,20.26914424,126.2163127
29.345,16.63,53.075,2.555,13.995,0.477269188,233.8020483,20.26914424,126.2163127
163.1825,31.595,64.8575,3.345,19.1875,0.496395161,239.7969727,20.51532818,130.2541927
16.99333333,21.42,57.08333333,2.34,14.07,0.45783871,239.7969727,20.51532818,130.2541927
16.99333333,21.42,57.08333333,2.34,14.07,0.45783871,239.7969727,20.51532818,130.2541927
19.51,31.36666667,25.49666667,3.38,22.72333333,0.334731183,239.7969727,20.51532818,130.2541927
2.33,19.49,47.685,2.875,15.055,0.393012673,239.7969727,20.51532818,130.2541927
151.425,31.5425,66.15,3.2675,18.76,0.489607527,309.2414947,23.08413292,171.8520575
28.32,22.19,61.88,2.063333333,13.78,0.463856631,309.2414947,23.08413292,171.8520575
28.32,22.19,61.88,2.063333333,13.78,0.463856631,309.2414947,23.08413292,171.8520575
13.95,33.16666667,22.18333333,3.433333333,22.85333333,0.331498208,309.2414947,23.08413292,171.8520575
3.37,18.44,41.765,2.74,12.995,0.355357143,309.2414947,23.08413292,171.8520575
248.26,29.6625,77.36,3.4025,17.4875,0.625483871,312.3651462,23.20013359,174.4690939
248.26,29.6625,77.36,3.4025,17.4875,0.625483871,312.3651462,23.20013359,174.4690939
3.756666667,20.82,67.79333333,1.746666667,12.9,0.573523297,312.3651462,23.20013359,174.4690939
3.756666667,20.82,67.79333333,1.746666667,12.9,0.573523297,312.3651462,23.20013359,174.4690939
23.20666667,31.34,28.89,3.03,22.09,0.334602151,312.3651462,23.20013359,174.4690939
4.24,18.025,43.34,2.725,14.205,0.362960829,312.3651462,23.20013359,174.4690939
234.3925,30.7175,69.89,3.0975,17.8075,0.613446237,315.5203497,23.31671718,177.1259836
234.3925,30.7175,69.89,3.0975,17.8075,0.613446237,315.5203497,23.31671718,177.1259836
18.58,19.12666667,65.13666667,2.24,13.82,0.559247312,315.5203497,23.31671718,177.1259836
18.58,19.12666667,65.13666667,2.24,13.82,0.559247312,315.5203497,23.31671718,177.1259836
14.06,31.28666667,24.39666667,2.993333333,23.51,0.336462366,315.5203497,23.31671718,177.1259836
12.505,18.12,51.135,2.995,14.2,0.423426029,315.5203497,23.31671718,177.1259836
155.295,30.2125,71.445,2.985,18.3475,0.507717742,318.7074239,23.43388661,179.8233336
68.51333333,20.30666667,73.24666667,2.506666667,12.65666667,0.599283154,318.7074239,23.43388661,179.8233336
68.51333333,20.30666667,73.24666667,2.506666667,12.65666667,0.599283154,318.7074239,23.43388661,179.8233336
33.13333333,30.71333333,29.75666667,3.313333333,22.54333333,0.34383871,318.7074239,23.43388661,179.8233336
15.21,16.67,48.56,2.59,13.875,0.412402074,318.7074239,23.43388661,179.8233336
211.27,30.8725,70.775,2.9375,18.18,0.578056452,321.9266908,23.55164484,182.56176
20.83333333,20.22333333,59.93,2.343333333,13.12333333,0.532193548,321.9266908,23.55164484,182.56176
20.83333333,20.22333333,59.93,2.343333333,13.12333333,0.532193548,321.9266908,23.55164484,182.56176
29.48333333,30.62333333,32.19333333,3.58,23.39333333,0.372935484,321.9266908,23.55164484,182.56176
43.38,17.255,57.965,2.71,11.625,0.463784562,321.9266908,23.55164484,182.56176
292.915,30.0125,74.42,3.1925,17.67,0.737448925,142.6232605,14.41620614,81.70870638
31.27,20.57,72.6,1.966666667,14.33333333,0.592462366,142.6232605,14.41620614,81.70870638
31.27,20.57,72.6,1.966666667,14.33333333,0.592462366,142.6232605,14.41620614,81.70870638
17.25,30.89666667,21.91666667,3.236666667,23.23333333,0.331541219,142.6232605,14.41620614,81.70870638
17.25,30.89666667,21.91666667,3.236666667,23.23333333,0.331541219,142.6232605,14.41620614,81.70870638
4.2,17.765,31.505,3.01,16.45,0.348052995,142.6232605,14.41620614,81.70870638
215.6975,30.6525,73.32,3.1925,18.03,0.588142473,147.0342892,14.71041443,85.11323581
30.02,21.39666667,69.27333333,2.013333333,15.37,0.606673835,147.0342892,14.71041443,85.11323581
30.02,21.39666667,69.27333333,2.013333333,15.37,0.606673835,147.0342892,14.71041443,85.11323581
15.84,30.63,31.18666667,3.053333333,23.50666667,0.349433692,147.0342892,14.71041443,85.11323581
15.84,30.63,31.18666667,3.053333333,23.50666667,0.349433692,147.0342892,14.71041443,85.11323581
11.375,17.82,49.635,2.63,15.615,0.444879032,147.0342892,14.71041443,85.11323581
194.9325,29.9175,74.565,3.3825,16.705,0.597473118,151.5817414,15.01062697,88.65962064
27.87,21.38,57.76666667,2.106666667,16.41666667,0.503268817,151.5817414,15.01062697,88.65962064
27.87,21.38,57.76666667,2.106666667,16.41666667,0.503268817,151.5817414,15.01062697,88.65962064
28.73666667,31.67333333,20.24333333,3.48,24.13333333,0.340512545,151.5817414,15.01062697,88.65962064
221.455,29.7,76.215,3.3575,17.2775,0.589701613,177.7039959,18.76914456,116.6187108
221.455,29.7,76.215,3.3575,17.2775,0.589701613,177.7039959,18.76914456,116.6187108
221.455,29.7,76.215,3.3575,17.2775,0.589701613,177.7039959,18.76914456,116.6187108
0.336666667,21.35666667,52.82666667,1.95,17.11,0.493401434,177.7039959,18.76914456,116.6187108
0.336666667,21.35666667,52.82666667,1.95,17.11,0.493401434,177.7039959,18.76914456,116.6187108
19.77666667,31.64666667,23.03333333,3.31,23.63,0.332265233,177.7039959,18.76914456,116.6187108
210.0325,29.36,79.475,3.0825,17.5525,0.615997312,182.2605086,18.99710987,120.3495467
210.0325,29.36,79.475,3.0825,17.5525,0.615997312,182.2605086,18.99710987,120.3495467
38.88,21.14666667,64.29,1.82,15.38333333,0.561702509,182.2605086,18.99710987,120.3495467
38.88,21.14666667,64.29,1.82,15.38333333,0.561702509,182.2605086,18.99710987,120.3495467
23.52,31.67,24.36333333,3.223333333,23.22333333,0.331508961,182.2605086,18.99710987,120.3495467
23.52,31.67,24.36333333,3.223333333,23.22333333,0.331508961,182.2605086,18.99710987,120.3495467
181.0975,30.4525,70.9775,3.38,17.7675,0.538333333,186.933855,19.227844,124.1997386
29.43,21.58666667,54.65,2.16,15.76,0.46662724,186.933855,19.227844,124.1997386
29.43,21.58666667,54.65,2.16,15.76,0.46662724,186.933855,19.227844,124.1997386
35.47,31.31333333,28.76666667,3.143333333,23.63666667,0.350215054,186.933855,19.227844,124.1997386
12.445,18.485,47.82,2.62,15.895,0.408773041,186.933855,19.227844,124.1997386
212.07,30.725,72.59,3.01,18.3125,0.580739247,191.7270307,19.46138057,128.1731049
48.01333333,20.23,70.31,2.206666667,14.77666667,0.59783871,191.7270307,19.46138057,128.1731049
48.01333333,20.23,70.31,2.206666667,14.77666667,0.59783871,191.7270307,19.46138057,128.1731049
12.99333333,31.24333333,25.02666667,3.116666667,23.85,0.337530466,191.7270307,19.46138057,128.1731049
23.04,17.91,47.01,2.625,15.32,0.379354839,191.7270307,19.46138057,128.1731049
192.76,29.7425,75.41,3.7275,18.445,0.561077957,196.6431085,19.69775361,132.273586
6.946666667,21.72666667,53.33333333,2.05,15.55333333,0.423523297,196.6431085,19.69775361,132.273586
6.946666667,21.72666667,53.33333333,2.05,15.55333333,0.423523297,196.6431085,19.69775361,132.273586
18.07333333,32.31666667,26.41333333,3.18,23.64,0.340462366,196.6431085,19.69775361,132.273586
10.075,17.63,49.485,2.4,16.43,0.447091212,196.6431085,19.69775361,132.273586
163.0275,31.2825,67.6825,3.395,18.5225,0.51644086,201.6852394,19.93699758,136.5052487
12.09,21.40333333,53.99333333,2.296666667,15.3,0.419275986,201.6852394,19.93699758,136.5052487
12.09,21.40333333,53.99333333,2.296666667,15.3,0.419275986,201.6852394,19.93699758,136.5052487
22.33,19.23,46.305,2.96,15.25,0.354711982,201.6852394,19.93699758,136.5052487
